NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
Real Sociedad B,212542,Sporting Gijon,2046,2019-02-09,3,1,H,393
Real Sociedad B,212542,Sporting Gijon,40194,2019-02-09,3,1,H,393
Real Sociedad B,8330,Sporting Gijon,2046,2019-02-09,3,1,H,393
Real Sociedad B,8330,Sporting Gijon,40194,2019-02-09,3,1,H,393
Salamanca,660103,Adarve,62315,2019-02-09,0,1,A,393
Leioa SD,39360,CD Tudelano,9559,2019-02-09,1,2,A,393
SD Gernika,13672,Athletic Bilbao B,8798,2019-02-09,2,1,H,393
SD Amorebieta,13660,Torrelavega,5875,2019-02-09,1,1,D,393
Barcelona B,1553,Conquense,5869,2019-02-09,1,2,A,393
Arenas Getxo,9141,BarakaldoCF,1551,2019-02-09,2,1,H,393
Adarve,62315,Salmantino Salamanca II,1169183,2019-02-03,0,1,A,399
BarakaldoCF,1551,Mirandes,5866,2019-02-03,1,1,D,399
BarakaldoCF,1551,Mirandes,5866,2019-02-03,1,1,D,399
CD Tudelano,9559,SD Amorebieta,13660,2019-02-03,0,2,A,399
UE Olot,62216,Conquense,5869,2019-02-03,2,0,H,399
UCAM Murcia,657042,Cartagena FC,46057,2019-02-03,1,3,A,399
UCAM Murcia,657042,Cartagena FC,8097,2019-02-03,1,3,A,399
UCAM Murcia,44148,Cartagena FC,46057,2019-02-03,1,3,A,399
UCAM Murcia,44148,Cartagena FC,8097,2019-02-03,1,3,A,399
Sporting Gijon,2046,UD Logrones,54539,2019-02-03,0,2,A,399
Sporting Gijon,2046,UD Logrones,59980,2019-02-03,0,2,A,399
Sporting Gijon,40194,UD Logrones,54539,2019-02-03,0,2,A,399
Sporting Gijon,40194,UD Logrones,59980,2019-02-03,0,2,A,399
CDANavalcarnero,9031,Las Palmas Atletico,9539,2019-02-03,0,1,A,399
UP Langreo,9607,Real Sociedad B,212542,2019-02-03,1,0,H,399
UP Langreo,9607,Real Sociedad B,8330,2019-02-03,1,0,H,399
Hercules,2140,Ebro,9571,2019-02-03,2,3,A,399
CESabadell,5871,Atletico Baleares,9495,2019-02-03,0,0,D,399
CD Badajoz,1540,UD Ibiza,9552,2019-02-03,1,0,H,399
Malaga B,5836,CA Linense,9695,2019-02-03,0,1,A,399
Calahorra,9646,Real Oviedo II,51087,2019-02-03,1,0,H,399
Burgos,1661,CDGuijuelo,8328,2019-02-03,0,0,D,399
Badalona,6280,Cornella,39919,2019-02-03,1,0,H,399
Melilla,1117170,CF Talavera,3106,2019-02-03,1,0,H,399
Melilla,1204,CF Talavera,3106,2019-02-03,1,0,H,399
RealValladolidB,8986,Pontevedra,5873,2019-02-03,1,0,H,399
Sevilla Atletico,11103,Marbella,8738,2019-02-03,1,1,D,399
Santander,2927,CDIzarra,11802,2019-02-03,2,1,H,399
Castellon,5876,RCD Espanyol B,8691,2019-02-03,1,2,A,399
Peralada,9672,Barcelona B,1553,2019-02-03,2,0,H,399
Salamanca,660103,Real Madrid Castilla,6833,2019-02-03,1,4,A,399
Almeria B,9492,Granada CFB,131209,2019-02-03,0,0,D,399
Cultural Leonesa,4781,Atletico Madrid B,1511,2019-02-03,1,1,D,399
Fuenlabrada,8098,UD San Sebastian Reyes,2921,2019-02-03,1,1,D,399
Celta Vigo B,8796,Coruxo FC,12897,2019-02-03,2,2,D,399
Internacional,51096,Rapido Bouzas,9600,2019-02-03,1,0,H,399
Lida,2458,CD Teruel,9573,2019-02-03,0,2,A,399
Rec de Huelva,2178,Murcia Feminas,193791,2019-02-03,2,0,H,399
Rec de Huelva,2178,Murcia Feminas,3606,2019-02-03,2,0,H,399
At Sanluqueno,9534,San Fernando,46063,2019-02-03,1,2,A,399
At Sanluqueno,9534,San Fernando,38441,2019-02-03,1,2,A,399
Athletic Bilbao B,8798,Leioa SD,39360,2019-02-03,2,1,H,399
Durango,13683,Arenas Getxo,9141,2019-02-02,0,1,A,400
Real Union Irun,5571,SD Gernika,13672,2019-02-02,1,1,D,400
Valencia CFB,10203,Levante B,8333,2019-02-02,0,1,A,400
Marbella,8738,Melilla,1117170,2019-01-27,2,0,H,406
Marbella,8738,Melilla,1204,2019-01-27,2,0,H,406
Murcia Feminas,193791,CD Badajoz,1540,2019-01-27,0,0,D,406
Murcia Feminas,3606,CD Badajoz,1540,2019-01-27,0,0,D,406
Poli Ejido,212575,At Sanluqueno,9534,2019-01-27,0,2,A,406
CD Teruel,9573,Badalona,6280,2019-01-27,0,0,D,406
Atletico Baleares,9495,Ejea,9572,2019-01-27,4,1,H,406
UD San Sebastian Reyes,2921,Celta Vigo B,8796,2019-01-27,1,1,D,406
Atletico Madrid B,1511,Salamanca,660103,2019-01-27,3,2,H,406
RCD Espanyol B,8691,Hercules,2140,2019-01-27,1,2,A,406
Cornella,39919,Valencia CFB,10203,2019-01-27,3,1,H,406
SD Gernika,13672,Calahorra,9646,2019-01-27,3,1,H,406
CDIzarra,11802,Victoria,62449,2019-01-27,1,1,D,406
Ebro,9571,Lida,2458,2019-01-27,0,0,D,406
CA Linense,9695,Almeria B,9492,2019-01-27,0,0,D,406
Rapido Bouzas,9600,RealValladolidB,8986,2019-01-27,0,0,D,406
Las Palmas Atletico,9539,Cultural Leonesa,4781,2019-01-27,1,1,D,406
UD Logrones,54539,UP Langreo,9607,2019-01-27,1,0,H,406
UD Logrones,59980,UP Langreo,9607,2019-01-27,1,0,H,406
San Fernando,46063,Sevilla Atletico,11103,2019-01-27,3,0,H,406
San Fernando,38441,Sevilla Atletico,11103,2019-01-27,3,0,H,406
Pontevedra,5873,CDANavalcarnero,9031,2019-01-27,2,0,H,406
Salmantino Salamanca II,1169183,Burgos,1661,2019-01-27,0,1,A,406
Cartagena FC,46057,Rec de Huelva,2178,2019-01-27,0,0,D,406
Cartagena FC,8097,Rec de Huelva,2178,2019-01-27,0,0,D,406
CF Talavera,3106,Malaga B,5836,2019-01-27,0,1,A,406
Levante B,8333,UE Olot,62216,2019-01-27,1,0,H,406
UD Ibiza,9552,Villanovense,8737,2019-01-27,0,0,D,406
Don Benito,6283,UCAM Murcia,657042,2019-01-27,1,1,D,406
Don Benito,6283,UCAM Murcia,44148,2019-01-27,1,1,D,406
Torrelavega,5875,CD Tudelano,9559,2019-01-27,0,1,A,406
Leioa SD,39360,Real Union Irun,5571,2019-01-26,0,1,A,407
CDGuijuelo,8328,Ponferradina,7791,2019-01-26,2,2,D,407
Coruxo FC,12897,Internacional,51096,2019-01-26,1,0,H,407
SD Amorebieta,13660,Athletic Bilbao B,8798,2019-01-26,3,2,H,407
Real Madrid Castilla,6833,Adarve,62315,2019-01-26,1,0,H,407
Barcelona B,1553,CESabadell,5871,2019-01-26,5,1,H,407
Real Sociedad B,212542,BarakaldoCF,1551,2019-01-26,3,0,H,407
Real Sociedad B,8330,BarakaldoCF,1551,2019-01-26,3,0,H,407
VillarrealB,9680,Castellon,5876,2019-01-26,0,0,D,407
Arenas Getxo,9141,Santander,2927,2019-01-26,0,1,A,407
CESabadell,5871,Conquense,5869,2019-01-20,1,0,H,413
Almeria B,9492,CF Talavera,3106,2019-01-20,2,2,D,413
Salamanca,660103,Las Palmas Atletico,9539,2019-01-20,3,0,H,413
Badalona,6280,Ebro,9571,2019-01-20,0,1,A,413
Melilla,1117170,San Fernando,46063,2019-01-20,3,1,H,413
Melilla,1117170,San Fernando,38441,2019-01-20,3,1,H,413
Melilla,1204,San Fernando,46063,2019-01-20,3,1,H,413
Melilla,1204,San Fernando,38441,2019-01-20,3,1,H,413
UCAM Murcia,657042,Granada CFB,131209,2019-01-20,3,0,H,413
UCAM Murcia,44148,Granada CFB,131209,2019-01-20,3,0,H,413
Lida,2458,RCD Espanyol B,8691,2019-01-20,2,3,A,413
Villanovense,8737,Murcia Feminas,193791,2019-01-20,0,0,D,413
Villanovense,8737,Murcia Feminas,3606,2019-01-20,0,0,D,413
UP Langreo,9607,Real Oviedo II,51087,2019-01-20,1,0,H,413
Ejea,9572,Barcelona B,1553,2019-01-20,1,0,H,413
At Sanluqueno,9534,UD Ibiza,9552,2019-01-20,0,1,A,413
Rec de Huelva,2178,CD Badajoz,1540,2019-01-20,2,1,H,413
Victoria,62449,CD Tudelano,9559,2019-01-20,1,1,D,413
Levante B,8333,Cornella,39919,2019-01-20,0,0,D,413
RealValladolidB,8986,Coruxo FC,12897,2019-01-20,0,1,A,413
Sevilla Atletico,11103,Poli Ejido,212575,2019-01-20,1,0,H,413
Malaga B,5836,Marbella,8738,2019-01-20,0,1,A,413
Cultural Leonesa,4781,Pontevedra,5873,2019-01-20,2,1,H,413
Alcoyano,6853,Atletico Baleares,9495,2019-01-20,0,0,D,413
Adarve,62315,Burgos,1661,2019-01-20,1,0,H,413
Celta Vigo B,8796,Deportivo La Coruna B,11880,2019-01-20,2,0,H,413
UE Olot,62216,Peralada,9672,2019-01-20,2,1,H,413
BarakaldoCF,1551,UD Logrones,54539,2019-01-20,0,1,A,413
BarakaldoCF,1551,UD Logrones,59980,2019-01-20,0,1,A,413
Internacional,51096,UD San Sebastian Reyes,2921,2019-01-20,3,6,A,413
Cartagena FC,46057,Don Benito,6283,2019-01-20,4,0,H,413
Cartagena FC,8097,Don Benito,6283,2019-01-20,4,0,H,413
Fuenlabrada,8098,CDGuijuelo,8328,2019-01-20,3,0,H,413
Ponferradina,7791,Salmantino Salamanca II,1169183,2019-01-20,0,1,A,413
Calahorra,9646,Leioa SD,39360,2019-01-20,0,1,A,413
Real Madrid Castilla,6833,Atletico Madrid B,1511,2019-01-20,1,3,A,413
Sporting Gijon,2046,SD Gernika,13672,2019-01-19,2,2,D,414
Sporting Gijon,40194,SD Gernika,13672,2019-01-19,2,2,D,414
Hercules,2140,VillarrealB,9680,2019-01-19,2,1,H,414
Valencia CFB,10203,CD Teruel,9573,2019-01-19,1,1,D,414
Athletic Bilbao B,8798,Torrelavega,5875,2019-01-19,1,0,H,414
CDIzarra,11802,Arenas Getxo,9141,2019-01-19,1,0,H,414
Durango,13683,Real Sociedad B,212542,2019-01-19,1,3,A,414
Durango,13683,Real Sociedad B,8330,2019-01-19,1,3,A,414
Real Union Irun,5571,SD Amorebieta,13660,2019-01-19,1,1,D,414
Atletico Madrid B,1511,Adarve,62315,2019-01-13,2,0,H,420
CA Linense,9695,UCAM Murcia,657042,2019-01-13,0,2,A,420
CA Linense,9695,UCAM Murcia,44148,2019-01-13,0,2,A,420
Rapido Bouzas,9600,Cultural Leonesa,4781,2019-01-13,1,0,H,420
Poli Ejido,212575,Melilla,1117170,2019-01-13,1,1,D,420
Poli Ejido,212575,Melilla,1204,2019-01-13,1,1,D,420
Torrelavega,5875,Real Union Irun,5571,2019-01-13,1,1,D,420
Pontevedra,5873,Salamanca,660103,2019-01-13,0,0,D,420
Murcia Feminas,193791,At Sanluqueno,9534,2019-01-13,1,0,H,420
Murcia Feminas,3606,At Sanluqueno,9534,2019-01-13,1,0,H,420
Real Oviedo II,51087,BarakaldoCF,1551,2019-01-13,0,1,A,420
Barcelona B,1553,Alcoyano,6853,2019-01-13,2,0,H,420
Don Benito,6283,Rec de Huelva,2178,2019-01-13,0,2,A,420
UD Ibiza,9552,Sevilla Atletico,11103,2019-01-13,2,0,H,420
Burgos,1661,Ponferradina,7791,2019-01-13,2,0,H,420
CD Teruel,9573,Levante B,8333,2019-01-13,2,1,H,420
Cornella,39919,UE Olot,62216,2019-01-13,3,0,H,420
CD Tudelano,9559,Athletic Bilbao B,8798,2019-01-13,3,2,H,420
RCD Espanyol B,8691,Badalona,6280,2019-01-13,2,0,H,420
Conquense,5869,Ejea,9572,2019-01-13,0,3,A,420
Arenas Getxo,9141,Victoria,62449,2019-01-13,0,0,D,420
Granada CFB,131209,Cartagena FC,46057,2019-01-13,0,2,A,420
Granada CFB,131209,Cartagena FC,8097,2019-01-13,0,2,A,420
Las Palmas Atletico,9539,Real Madrid Castilla,6833,2019-01-13,0,0,D,420
Marbella,8738,Almeria B,9492,2019-01-13,2,0,H,420
Ebro,9571,Valencia CFB,10203,2019-01-13,2,1,H,420
CDGuijuelo,8328,Celta Vigo B,8796,2019-01-13,1,0,H,420
Atletico Baleares,9495,Castellon,5876,2019-01-13,0,0,D,420
Coruxo FC,12897,CDANavalcarnero,9031,2019-01-13,3,1,H,420
San Fernando,46063,Malaga B,5836,2019-01-13,1,2,A,420
San Fernando,38441,Malaga B,5836,2019-01-13,1,2,A,420
Peralada,9672,CESabadell,5871,2019-01-13,2,0,H,420
CD Badajoz,1540,Villanovense,8737,2019-01-13,2,1,H,420
Mirandes,5866,CDIzarra,11802,2019-01-13,1,1,D,420
Mirandes,5866,CDIzarra,11802,2019-01-13,1,1,D,420
UD San Sebastian Reyes,2921,RealValladolidB,8986,2019-01-13,1,0,H,420
Salmantino Salamanca II,1169183,Fuenlabrada,8098,2019-01-13,1,2,A,420
Deportivo La Coruna B,11880,Internacional,51096,2019-01-12,0,1,A,421
SD Gernika,13672,UP Langreo,9607,2019-01-12,1,1,D,421
UD Logrones,54539,Durango,13683,2019-01-12,1,0,H,421
UD Logrones,59980,Durango,13683,2019-01-12,1,0,H,421
Leioa SD,39360,Sporting Gijon,2046,2019-01-12,2,0,H,421
Leioa SD,39360,Sporting Gijon,40194,2019-01-12,2,0,H,421
SD Amorebieta,13660,Calahorra,9646,2019-01-12,0,0,D,421
Real Sociedad B,212542,Santander,2927,2019-01-12,0,1,A,421
Real Sociedad B,8330,Santander,2927,2019-01-12,0,1,A,421
VillarrealB,9680,Lida,2458,2019-01-12,3,1,H,421
Villanovense,8737,Rec de Huelva,2178,2019-01-07,1,3,A,426
Murcia Feminas,193791,Sevilla Atletico,11103,2019-01-07,0,0,D,426
Murcia Feminas,3606,Sevilla Atletico,11103,2019-01-07,0,0,D,426
Mirandes,5866,Arenas Getxo,9141,2019-01-07,3,1,H,426
Mirandes,5866,Arenas Getxo,9141,2019-01-07,3,1,H,426
CD Teruel,9573,Cornella,39919,2019-01-07,0,2,A,426
Burgos,1661,Fuenlabrada,8098,2019-01-07,1,0,H,426
CD Badajoz,1540,At Sanluqueno,9534,2019-01-07,4,0,H,426
CA Linense,9695,Cartagena FC,46057,2019-01-07,0,1,A,426
CA Linense,9695,Cartagena FC,8097,2019-01-07,0,1,A,426
San Fernando,46063,Almeria B,9492,2019-01-07,1,0,H,426
San Fernando,38441,Almeria B,9492,2019-01-07,1,0,H,426
Granada CFB,131209,Don Benito,6283,2019-01-07,0,1,A,426
Ebro,9571,Levante B,8333,2019-01-06,1,1,D,427
Coruxo FC,12897,Cultural Leonesa,4781,2019-01-06,1,2,A,427
Atletico Baleares,9495,Hercules,2140,2019-01-06,2,0,H,427
Peralada,9672,Ejea,9572,2019-01-06,2,1,H,427
Torrelavega,5875,Calahorra,9646,2019-01-06,1,1,D,427
Real Sociedad B,212542,CDIzarra,11802,2019-01-06,3,0,H,427
Real Sociedad B,8330,CDIzarra,11802,2019-01-06,3,0,H,427
Real Oviedo II,51087,Durango,13683,2019-01-06,3,1,H,427
Rapido Bouzas,9600,Salamanca,660103,2019-01-06,4,1,H,427
SD Gernika,13672,BarakaldoCF,1551,2019-01-06,0,1,A,427
CESabadell,5871,UE Olot,62216,2019-01-06,0,0,D,427
UD San Sebastian Reyes,2921,CDANavalcarnero,9031,2019-01-06,2,0,H,427
Salmantino Salamanca II,1169183,Celta Vigo B,8796,2019-01-06,3,1,H,427
UD Ibiza,9552,Melilla,1117170,2019-01-06,2,1,H,427
UD Ibiza,9552,Melilla,1204,2019-01-06,2,1,H,427
Pontevedra,5873,Real Madrid Castilla,6833,2019-01-06,3,0,H,427
RCD Espanyol B,8691,Valencia CFB,10203,2019-01-06,1,3,A,427
CDGuijuelo,8328,Internacional,51096,2019-01-06,0,0,D,427
Barcelona B,1553,Castellon,5876,2019-01-06,1,1,D,427
CF Talavera,3106,UCAM Murcia,657042,2019-01-06,0,0,D,427
CF Talavera,3106,UCAM Murcia,44148,2019-01-06,0,0,D,427
Deportivo La Coruna B,11880,RealValladolidB,8986,2019-01-06,1,1,D,427
Las Palmas Atletico,9539,Atletico Madrid B,1511,2019-01-06,0,2,A,427
Athletic Bilbao B,8798,Victoria,62449,2019-01-05,2,0,H,428
Leioa SD,39360,UP Langreo,9607,2019-01-05,2,1,H,428
SD Amorebieta,13660,Sporting Gijon,2046,2019-01-05,0,1,A,428
SD Amorebieta,13660,Sporting Gijon,40194,2019-01-05,0,1,A,428
CD Tudelano,9559,Real Union Irun,5571,2019-01-05,2,2,D,428
UD Logrones,54539,Santander,2927,2019-01-05,1,0,H,428
UD Logrones,59980,Santander,2927,2019-01-05,1,0,H,428
VillarrealB,9680,Badalona,6280,2019-01-05,1,0,H,428
Sporting Gijon,2046,Torrelavega,5875,2018-12-22,0,1,A,442
Sporting Gijon,40194,Torrelavega,5875,2018-12-22,0,1,A,442
CDIzarra,11802,UD Logrones,54539,2018-12-22,0,0,D,442
CDIzarra,11802,UD Logrones,59980,2018-12-22,0,0,D,442
Sevilla Atletico,11103,CD Badajoz,1540,2018-12-22,2,1,H,442
Internacional,51096,Salmantino Salamanca II,1169183,2018-12-22,0,2,A,442
UE Olot,62216,CD Teruel,9573,2018-12-22,4,1,H,442
Cornella,39919,Ebro,9571,2018-12-22,3,1,H,442
Santander,2927,Real Oviedo II,51087,2018-12-22,1,1,D,442
Malaga B,5836,UD Ibiza,9552,2018-12-22,1,1,D,442
Castellon,5876,Conquense,5869,2018-12-22,1,0,H,442
Levante B,8333,RCD Espanyol B,8691,2018-12-22,2,2,D,442
Calahorra,9646,CD Tudelano,9559,2018-12-22,1,1,D,442
Hercules,2140,Barcelona B,1553,2018-12-22,0,0,D,442
At Sanluqueno,9534,Villanovense,8737,2018-12-22,2,2,D,442
Salamanca,660103,Coruxo FC,12897,2018-12-22,4,0,H,442
UP Langreo,9607,SD Amorebieta,13660,2018-12-22,3,0,H,442
UCAM Murcia,657042,Marbella,8738,2018-12-22,1,0,H,442
UCAM Murcia,44148,Marbella,8738,2018-12-22,1,0,H,442
RealValladolidB,8986,CDGuijuelo,8328,2018-12-22,2,1,H,442
Arenas Getxo,9141,Real Sociedad B,212542,2018-12-22,0,2,A,442
Arenas Getxo,9141,Real Sociedad B,8330,2018-12-22,0,2,A,442
Cultural Leonesa,4781,UD San Sebastian Reyes,2921,2018-12-22,0,0,D,442
Adarve,62315,Las Palmas Atletico,9539,2018-12-22,1,1,D,442
Don Benito,6283,CA Linense,9695,2018-12-22,2,2,D,442
Valencia CFB,10203,VillarrealB,9680,2018-12-22,0,1,A,442
Ejea,9572,CESabadell,5871,2018-12-22,2,1,H,442
Melilla,1117170,Murcia Feminas,193791,2018-12-22,1,2,A,442
Melilla,1117170,Murcia Feminas,3606,2018-12-22,1,2,A,442
Melilla,1204,Murcia Feminas,193791,2018-12-22,1,2,A,442
Melilla,1204,Murcia Feminas,3606,2018-12-22,1,2,A,442
Rec de Huelva,2178,Granada CFB,131209,2018-12-22,2,1,H,442
Cartagena FC,46057,CF Talavera,3106,2018-12-22,1,0,H,442
Cartagena FC,8097,CF Talavera,3106,2018-12-22,1,0,H,442
BarakaldoCF,1551,Leioa SD,39360,2018-12-22,0,0,D,442
Celta Vigo B,8796,Burgos,1661,2018-12-22,0,1,A,442
Lida,2458,Atletico Baleares,9495,2018-12-22,3,2,H,442
Real Union Irun,5571,Athletic Bilbao B,8798,2018-12-22,1,0,H,442
Atletico Madrid B,1511,Pontevedra,5873,2018-12-21,2,0,H,443
Real Madrid Castilla,6833,Rapido Bouzas,9600,2018-12-21,2,1,H,443
Peralada,9672,Valencia CFB,10203,2018-12-19,1,1,D,445
CESabadell,5871,Alcoyano,6853,2018-12-16,0,1,A,448
Murcia Feminas,193791,Malaga B,5836,2018-12-16,2,0,H,448
Murcia Feminas,3606,Malaga B,5836,2018-12-16,2,0,H,448
CA Linense,9695,Granada CFB,131209,2018-12-16,1,0,H,448
Villanovense,8737,Sevilla Atletico,11103,2018-12-16,2,0,H,448
Atletico Baleares,9495,Badalona,6280,2018-12-16,1,0,H,448
Marbella,8738,Cartagena FC,46057,2018-12-16,0,2,A,448
Marbella,8738,Cartagena FC,8097,2018-12-16,0,2,A,448
San Fernando,46063,UCAM Murcia,657042,2018-12-16,2,0,H,448
San Fernando,46063,UCAM Murcia,44148,2018-12-16,2,0,H,448
San Fernando,38441,UCAM Murcia,657042,2018-12-16,2,0,H,448
San Fernando,38441,UCAM Murcia,44148,2018-12-16,2,0,H,448
Rec de Huelva,2178,At Sanluqueno,9534,2018-12-16,1,1,D,448
CF Talavera,3106,Don Benito,6283,2018-12-16,0,0,D,448
Rapido Bouzas,9600,Atletico Madrid B,1511,2018-12-16,0,1,A,448
CD Badajoz,1540,Melilla,1117170,2018-12-16,1,0,H,448
CD Badajoz,1540,Melilla,1204,2018-12-16,1,0,H,448
RCD Espanyol B,8691,Cornella,39919,2018-12-16,0,0,D,448
Conquense,5869,Hercules,2140,2018-12-16,1,1,D,448
UD Logrones,54539,Arenas Getxo,9141,2018-12-16,0,0,D,448
UD Logrones,59980,Arenas Getxo,9141,2018-12-16,0,0,D,448
UE Olot,62216,Ejea,9572,2018-12-16,1,0,H,448
Torrelavega,5875,UP Langreo,9607,2018-12-16,0,2,A,448
Ebro,9571,CD Teruel,9573,2018-12-16,2,1,H,448
UD San Sebastian Reyes,2921,Salamanca,660103,2018-12-16,1,2,A,448
Real Sociedad B,212542,Mirandes,5866,2018-12-16,0,1,A,448
Real Sociedad B,212542,Mirandes,5866,2018-12-16,0,1,A,448
Real Sociedad B,8330,Mirandes,5866,2018-12-16,0,1,A,448
Real Sociedad B,8330,Mirandes,5866,2018-12-16,0,1,A,448
UD Ibiza,9552,Almeria B,9492,2018-12-16,2,1,H,448
Victoria,62449,Real Union Irun,5571,2018-12-16,2,1,H,448
Salmantino Salamanca II,1169183,RealValladolidB,8986,2018-12-16,0,0,D,448
CD Tudelano,9559,Sporting Gijon,2046,2018-12-16,1,0,H,448
CD Tudelano,9559,Sporting Gijon,40194,2018-12-16,1,0,H,448
Coruxo FC,12897,Real Madrid Castilla,6833,2018-12-16,2,1,H,448
Real Oviedo II,51087,CDIzarra,11802,2018-12-16,2,1,H,448
Pontevedra,5873,Las Palmas Atletico,9539,2018-12-16,1,0,H,448
Deportivo La Coruna B,11880,Cultural Leonesa,4781,2018-12-16,1,2,A,448
CDGuijuelo,8328,CDANavalcarnero,9031,2018-12-16,1,1,D,448
Burgos,1661,Internacional,51096,2018-12-16,2,2,D,448
Athletic Bilbao B,8798,Calahorra,9646,2018-12-15,3,2,H,449
VillarrealB,9680,Levante B,8333,2018-12-15,1,0,H,449
Barcelona B,1553,Lida,2458,2018-12-15,2,1,H,449
Leioa SD,39360,Durango,13683,2018-12-15,0,0,D,449
SD Amorebieta,13660,BarakaldoCF,1551,2018-12-15,2,0,H,449
Ponferradina,7791,Celta Vigo B,8796,2018-12-15,2,2,D,449
Peralada,9672,Castellon,5876,2018-12-15,2,1,H,449
Real Sociedad B,212542,Victoria,62449,2018-12-09,4,2,H,455
Real Sociedad B,8330,Victoria,62449,2018-12-09,4,2,H,455
Don Benito,6283,Marbella,8738,2018-12-09,0,1,A,455
Mirandes,5866,UD Logrones,54539,2018-12-09,1,0,H,455
Mirandes,5866,UD Logrones,59980,2018-12-09,1,0,H,455
Mirandes,5866,UD Logrones,54539,2018-12-09,1,0,H,455
Mirandes,5866,UD Logrones,59980,2018-12-09,1,0,H,455
Atletico Madrid B,1511,Coruxo FC,12897,2018-12-09,1,1,D,455
Las Palmas Atletico,9539,Rapido Bouzas,9600,2018-12-09,2,2,D,455
CD Teruel,9573,RCD Espanyol B,8691,2018-12-09,0,4,A,455
Lida,2458,Conquense,5869,2018-12-09,3,0,H,455
UCAM Murcia,657042,Poli Ejido,212575,2018-12-09,3,0,H,455
UCAM Murcia,44148,Poli Ejido,212575,2018-12-09,3,0,H,455
Granada CFB,131209,CF Talavera,3106,2018-12-09,4,1,H,455
Santander,2927,Leioa SD,39360,2018-12-09,2,0,H,455
Alcoyano,6853,Ejea,9572,2018-12-09,0,0,D,455
Ebro,9571,UE Olot,62216,2018-12-09,0,0,D,455
UP Langreo,9607,CD Tudelano,9559,2018-12-09,2,0,H,455
Sevilla Atletico,11103,At Sanluqueno,9534,2018-12-09,0,0,D,455
CDIzarra,11802,SD Gernika,13672,2018-12-09,3,2,H,455
Sporting Gijon,2046,Athletic Bilbao B,8798,2018-12-09,3,1,H,455
Sporting Gijon,40194,Athletic Bilbao B,8798,2018-12-09,3,1,H,455
Hercules,2140,Peralada,9672,2018-12-09,1,0,H,455
Almeria B,9492,Murcia Feminas,193791,2018-12-09,1,3,A,455
Almeria B,9492,Murcia Feminas,3606,2018-12-09,1,3,A,455
Castellon,5876,CESabadell,5871,2018-12-09,0,1,A,455
Celta Vigo B,8796,Fuenlabrada,8098,2018-12-09,1,0,H,455
RealValladolidB,8986,Burgos,1661,2018-12-09,1,0,H,455
Cultural Leonesa,4781,CDGuijuelo,8328,2018-12-09,1,0,H,455
CDANavalcarnero,9031,Salmantino Salamanca II,1169183,2018-12-09,1,1,D,455
Internacional,51096,Ponferradina,7791,2018-12-09,0,2,A,455
Cartagena FC,46057,San Fernando,46063,2018-12-09,2,0,H,455
Cartagena FC,46057,San Fernando,38441,2018-12-09,2,0,H,455
Cartagena FC,8097,San Fernando,46063,2018-12-09,2,0,H,455
Cartagena FC,8097,San Fernando,38441,2018-12-09,2,0,H,455
BarakaldoCF,1551,Torrelavega,5875,2018-12-09,1,0,H,455
Pontevedra,5873,Adarve,62315,2018-12-09,3,1,H,455
Malaga B,5836,CD Badajoz,1540,2018-12-09,2,2,D,455
CA Linense,9695,Rec de Huelva,2178,2018-12-09,2,0,H,455
Cornella,39919,VillarrealB,9680,2018-12-09,2,0,H,455
Valencia CFB,10203,Atletico Baleares,9495,2018-12-09,1,1,D,455
Badalona,6280,Barcelona B,1553,2018-12-09,1,2,A,455
Melilla,1117170,Villanovense,8737,2018-12-09,0,0,D,455
Melilla,1204,Villanovense,8737,2018-12-09,0,0,D,455
Arenas Getxo,9141,Real Oviedo II,51087,2018-12-08,0,3,A,456
Calahorra,9646,Real Union Irun,5571,2018-12-08,1,1,D,456
Salamanca,660103,Deportivo La Coruna B,11880,2018-12-08,0,0,D,456
Durango,13683,SD Amorebieta,13660,2018-12-08,0,2,A,456
Real Madrid Castilla,6833,UD San Sebastian Reyes,2921,2018-12-08,3,2,H,456
Atletico Baleares,9495,Levante B,8333,2018-12-02,2,1,H,462
San Fernando,46063,Don Benito,6283,2018-12-02,2,1,H,462
San Fernando,38441,Don Benito,6283,2018-12-02,2,1,H,462
Salmantino Salamanca II,1169183,Cultural Leonesa,4781,2018-12-02,2,0,H,462
CD Tudelano,9559,BarakaldoCF,1551,2018-12-02,0,1,A,462
Marbella,8738,Granada CFB,131209,2018-12-02,0,2,A,462
Coruxo FC,12897,Las Palmas Atletico,9539,2018-12-02,2,1,H,462
Victoria,62449,Calahorra,9646,2018-12-02,1,1,D,462
UD Logrones,54539,Real Sociedad B,212542,2018-12-02,1,1,D,462
UD Logrones,54539,Real Sociedad B,8330,2018-12-02,1,1,D,462
UD Logrones,59980,Real Sociedad B,212542,2018-12-02,1,1,D,462
UD Logrones,59980,Real Sociedad B,8330,2018-12-02,1,1,D,462
CF Talavera,3106,CA Linense,9695,2018-12-02,0,0,D,462
UD San Sebastian Reyes,2921,Atletico Madrid B,1511,2018-12-02,0,2,A,462
At Sanluqueno,9534,Melilla,1117170,2018-12-02,0,1,A,462
At Sanluqueno,9534,Melilla,1204,2018-12-02,0,1,A,462
Peralada,9672,Lida,2458,2018-12-02,1,2,A,462
Conquense,5869,Badalona,6280,2018-12-02,1,1,D,462
